Scan,Row,Col,VRefN,PPReg,rawIadj,Mean,Delta
R22-C13,22,13,39.48,152,152,41,1.52
R12-C26,12,26,38.5,174,174,41,2.5
R8-C51,8,51,40.5,170,170,41,0.5
R25-C19,25,19,38.82,170,170,41,2.18
R19-C7,19,7,38.5,152,152,41,2.5
R14-C24,14,24,37.81,174,174,41,3.19
R21-C44,21,44,38.42,174,174,41,2.58
R18-C47,18,47,40.5,172,172,41,0.5
R10-C40,10,40,39.5,170,170,41,1.5
R15-C47,15,47,39.5,174,174,41,1.5
R14-C30,14,30,39.5,174,174,41,1.5
R8-C6,8,6,40.5,152,152,41,0.5
R6-C20,6,20,38.5,174,174,41,2.5
R14-C15,14,15,40.5,142,142,41,0.5
R16-C7,16,7,40.8,156,156,41,0.2
R20-C33,20,33,37.49,170,170,41,3.51
R21-C8,21,8,39.5,152,152,41,1.5
R3-C23,3,23,40.51,174,174,41,0.49
R11-C9,11,9,40.5,170,170,41,0.5
R6-C23,6,23,40.5,174,174,41,0.5
R14-C27,14,27,39.5,174,174,41,1.5
R5-C51,5,51,40.5,170,170,41,0.5
R28-C40,28,40,38.5,139,139,41,2.5
R11-C12,11,12,40.5,152,152,41,0.5
R16-C4,16,4,40.5,156,156,41,0.5
R31-C46,31,46,38.5,170,170,41,2.5
R11-C24,11,24,40.5,169,169,41,0.5
R7-C43,7,43,40.5,174,174,41,0.5
R5-C45,5,45,40.5,174,174,41,0.5
R7-C40,7,40,40.5,143,143,41,0.5
R16-C1,16,1,37.49,171,171,41,3.51
R13-C46,13,46,39.5,170,170,41,1.5
R10-C4,10,4,40.66,171,171,41,0.34
R13-C4,13,4,37.34,171,171,41,3.66
R27-C8,27,8,40.99,154,154,41,0.01
R23-C48,23,48,40.5,152,152,41,0.5
R26-C48,26,48,38.5,174,174,41,2.5
R28-C37,28,37,40.5,169,169,41,0.5
R16-C49,16,49,39.5,174,174,41,1.5
R10-C49,10,49,38.36,174,174,41,2.64
R24-C8,24,8,37.5,171,171,41,3.5
R26-C51,26,51,39.5,174,174,41,1.5
R12-C29,12,29,38.63,170,170,41,2.37
R21-C47,21,47,39.93,172,172,41,1.07
R9-C26,9,26,39.5,139,139,41,1.5
R25-C22,25,22,40.5,169,169,41,0.5
R23-C33,23,33,40.5,172,172,41,0.5
R25-C28,25,28,40.5,170,170,41,0.5
R5-C48,5,48,39.5,172,172,41,1.5
R11-C6,11,6,40.49,156,156,41,0.51
R29-C51,29,51,38.62,141,141,41,2.38
R23-C39,23,39,39.41,170,170,41,1.59
R26-C42,26,42,40.56,170,170,41,0.44
R1-C25,1,25,40.5,152,152,41,0.5
R14-C18,14,18,39.49,152,152,41,1.51
R22-C16,22,16,40.5,152,152,41,0.5
R15-C41,15,41,38.5,174,174,41,2.5
R13-C43,13,43,38.51,152,152,41,2.49
R6-C26,6,26,40.5,152,152,41,0.5
R22-C28,22,28,40.5,152,152,41,0.5
R7-C34,7,34,40.5,170,170,41,0.5
R17-C27,17,27,40.5,174,174,41,0.5
R29-C48,29,48,40.5,141,141,41,0.5
R16-C10,16,10,37.5,156,156,41,3.5
R25-C34,25,34,39.5,170,170,41,1.5
R21-C2,21,2,38.5,158,158,41,2.5
R11-C18,11,18,37.5,152,152,41,3.5
R12-C38,12,38,39.5,169,169,41,1.5
R17-C36,17,36,40.5,152,152,41,0.5
R1-C28,1,28,40.5,152,152,41,0.5
R13-C10,13,10,40.5,154,154,41,0.5
R19-C16,19,16,40.83,169,169,41,0.17
R7-C31,7,31,40.5,174,174,41,0.5
R2-C48,2,48,39.5,174,174,41,1.5
R10-C37,10,37,38.63,174,174,41,2.37
R24-C14,24,14,40.5,173,173,41,0.5
R22-C10,22,10,40.5,156,156,41,0.5
R5-C3,5,3,39.5,156,156,41,1.5
R23-C42,23,42,38.58,170,170,41,2.42
R7-C37,7,37,40.5,170,170,41,0.5
R9-C23,9,23,38.5,174,174,41,2.5
R13-C1,13,1,39.19,171,171,41,1.81
R27-C17,27,17,39.5,156,156,41,1.5
R6-C14,6,14,39.5,174,174,41,1.5
R30-C23,30,23,40.5,174,174,41,0.5
R7-C46,7,46,39.5,174,174,41,1.5
R5-C9,5,9,40.5,156,156,41,0.5
R25-C31,25,31,39.5,174,174,41,1.5
R8-C3,8,3,38.5,170,170,41,2.5
R1-C34,1,34,38.5,152,152,41,2.5
R31-C34,31,34,39.7,174,174,41,1.3
R19-C13,19,13,40.49,137,137,41,0.51
R16-C13,16,13,40.5,156,156,41,0.5
R29-C42,29,42,40.4,168,168,41,0.6
R18-C38,18,38,38.51,170,170,41,2.49
R20-C27,20,27,40.37,174,174,41,0.63
R25-C16,25,16,40.5,154,154,41,0.5
R3-C11,3,11,40.5,152,152,41,0.5
R17-C21,17,21,40.5,142,142,41,0.5
R29-C6,29,6,38.49,157,157,41,2.51
R8-C15,8,15,40.5,156,156,41,0.5
R9-C35,9,35,39.5,174,174,41,1.5
R15-C38,15,38,39.5,172,172,41,1.5
R9-C32,9,32,40.47,169,169,41,0.53
R19-C4,19,4,40.5,158,158,41,0.5
R28-C25,28,25,39.5,170,170,41,1.5
R26-C3,26,3,40.5,157,157,41,0.5
R7-C49,7,49,39.5,174,174,41,1.5
R20-C30,20,30,40.5,172,172,41,0.5
R6-C29,6,29,39.5,152,152,41,1.5
R8-C9,8,9,38.55,174,174,41,2.45
R27-C11,27,11,40.91,173,173,41,0.09
R4-C28,4,28,39.5,174,174,41,1.5
R17-C24,17,24,39.5,174,174,41,1.5
R18-C50,18,50,39.5,174,174,41,1.5
R20-C42,20,42,37.57,170,170,41,3.43
R21-C50,21,50,38.56,170,170,41,2.44
R1-C22,1,22,40.5,174,174,41,0.5
R23-C30,23,30,40.78,174,174,41,0.22
R27-C20,27,20,37.5,170,170,41,3.5
R12-C32,12,32,40.5,139,139,41,0.5
R30-C11,30,11,38.5,174,174,41,2.5
R15-C32,15,32,39.91,174,174,41,1.09
R14-C21,14,21,40.74,173,173,41,0.26
R19-C19,19,19,40.5,169,169,41,0.5
R31-C31,31,31,40.48,174,174,41,0.52
R21-C5,21,5,40.44,171,171,41,0.56
R6-C17,6,17,38.5,174,174,41,2.5
R27-C5,27,5,40.5,156,156,41,0.5
R18-C2,18,2,39.47,171,171,41,1.53
R29-C9,29,9,38.47,158,158,41,2.53
R26-C45,26,45,40.5,170,170,41,0.5
R29-C3,29,3,39.5,157,157,41,1.5
R3-C14,3,14,38.5,170,170,41,2.5
R23-C36,23,36,38.5,174,174,41,2.5
R2-C39,2,39,39.5,170,170,41,1.5
R19-C22,19,22,40.5,169,169,41,0.5
R28-C22,28,22,37.5,174,174,41,3.5
R27-C14,27,14,40.45,173,173,41,0.55
R28-C31,28,31,36.68,170,170,41,4.32
R24-C2,24,2,39.73,173,173,41,1.27
R5-C6,5,6,40.5,169,169,41,0.5
R28-C28,28,28,40.63,143,143,41,0.37
R13-C49,13,49,38.5,170,170,41,2.5
R2-C42,2,42,39.51,168,168,41,1.49
R30-C26,30,26,40.79,170,170,41,0.21
R24-C11,24,11,40.5,152,152,41,0.5
R18-C44,18,44,40.55,172,172,41,0.45
R15-C44,15,44,40.5,170,170,41,0.5
R19-C10,19,10,40.15,171,171,41,0.85
R20-C24,20,24,40.5,174,174,41,0.5
R31-C40,31,40,39.57,170,170,41,1.43
R4-C43,4,43,40.45,152,152,41,0.55
R11-C21,11,21,39.47,156,156,41,1.53
R1-C37,1,37,40.5,174,174,41,0.5
R5-C12,5,12,39.5,173,173,41,1.5
R22-C25,22,25,39.49,174,174,41,1.51
R18-C41,18,41,40.5,172,172,41,0.5
R4-C34,4,34,38.74,174,174,41,2.26
R1-C31,1,31,40.5,169,169,41,0.5
R22-C22,22,22,40.43,152,152,41,0.57
R8-C18,8,18,38.5,156,156,41,2.5
R22-C19,22,19,40.5,152,152,41,0.5
R15-C35,15,35,40.5,172,172,41,0.5
R12-C41,12,41,38.5,174,174,41,2.5
R13-C7,13,7,36.56,171,171,41,4.44
R30-C20,30,20,39.5,174,174,41,1.5
R26-C39,26,39,39.5,137,137,41,1.5
R4-C37,4,37,40.5,170,170,41,0.5
R4-C40,4,40,39.5,174,174,41,1.5
R14-C12,14,12,38.5,173,173,41,2.5
R10-C1,10,1,39.5,154,154,41,1.5
R35-C3,35,3,38.5,154,154,41,2.5
R36-C23,36,23,38.97,170,170,41,2.03
R52-C25,52,25,40.5,169,169,41,0.5
R57-C17,57,17,40.87,152,152,41,0.13
R35-C6,35,6,40.5,152,152,41,0.5
R48-C2,48,2,36.5,159,159,41,4.5
R40-C1,40,1,38.5,154,154,41,2.5
R54-C11,54,11,39.5,156,156,41,1.5
R52-C28,52,28,40.51,174,174,41,0.49
R38-C21,38,21,37.64,174,174,41,3.36
R43-C19,43,19,40.51,169,169,41,0.49
R62-C15,62,15,38.47,171,171,41,2.53
R51-C5,51,5,37.5,171,171,41,3.5
R55-C34,55,34,40.5,170,170,41,0.5
R61-C46,61,46,40.5,170,170,41,0.5
R51-C14,51,14,39.5,156,156,41,1.5
R51-C17,51,17,38.5,171,171,41,2.5
R59-C18,59,18,37.34,171,171,41,3.66
R59-C3,59,3,40.49,173,173,41,0.51
R58-C31,58,31,39.5,156,156,41,1.5
R32-C12,32,12,38.5,156,156,41,2.5
R59-C12,59,12,40.5,154,154,41,0.5
R59-C6,59,6,37.5,171,171,41,3.5
R41-C24,41,24,38.5,174,174,41,2.5
R47-C39,47,39,39.5,168,168,41,1.5
R35-C18,35,18,39.5,156,156,41,1.5
R44-C27,44,27,37.5,170,170,41,3.5
R62-C12,62,12,39.49,156,156,41,1.51
R43-C16,43,16,39.52,173,173,41,1.48
R56-C9,56,9,40.5,156,156,41,0.5
R49-C19,49,19,39.5,156,156,41,1.5
R62-C21,62,21,40.5,152,152,41,0.5
R40-C7,40,7,40.5,171,171,41,0.5
R48-C5,48,5,40.49,155,155,41,0.51
R58-C37,58,37,39.49,174,174,41,1.51
R45-C5,45,5,38.5,159,159,41,2.5
R53-C48,53,48,40.5,152,152,41,0.5
R59-C51,59,51,37.98,174,174,41,3.02
R33-C29,33,29,40.5,174,174,41,0.5
R54-C8,54,8,38.5,171,171,41,2.5
R36-C29,36,29,38.5,170,170,41,2.5
R45-C44,45,44,40.5,141,141,41,0.5
R49-C22,49,22,39.5,156,156,41,1.5
R36-C26,36,26,39.75,174,174,41,1.25
R53-C39,53,39,38.85,174,174,41,2.15
R45-C50,45,50,39.5,141,141,41,1.5
R60-C26,60,26,39.49,172,172,41,1.51
R58-C40,58,40,39.5,170,170,41,1.5
R46-C10,46,10,40.5,169,169,41,0.5
R46-C22,46,22,39.46,174,174,41,1.54
R36-C38,36,38,40.5,174,174,41,0.5
R55-C37,55,37,40.5,174,174,41,0.5
R44-C30,44,30,40.4,139,139,41,0.6
R60-C20,60,20,40.58,168,168,41,0.42
R42-C35,42,35,40.5,168,168,41,0.5
R50-C33,50,33,40.5,174,174,41,0.5
R62-C6,62,6,40.5,154,154,41,0.5
R47-C30,47,30,39.9,168,168,41,1.1
R53-C42,53,42,39.59,139,139,41,1.41
R58-C34,58,34,38.5,174,174,41,2.5
R54-C20,54,20,40.5,173,173,41,0.5
R51-C8,51,8,40.5,169,169,41,0.5
R55-C31,55,31,39.5,152,152,41,1.5
R54-C23,54,23,40.5,173,173,41,0.5
R43-C1,43,1,38.5,158,158,41,2.5
R56-C45,56,45,38.5,169,169,41,2.5
R34-C49,34,49,40.5,174,174,41,0.5
R39-C41,39,41,38.5,152,152,41,2.5
R49-C28,49,28,40.5,152,152,41,0.5
R59-C15,59,15,38.5,171,171,41,2.5
R53-C51,53,51,39.5,170,170,41,1.5
R62-C24,62,24,40.64,152,152,41,0.36
R47-C27,47,27,40.5,139,139,41,0.5
R60-C32,60,32,39.99,169,169,41,1.01
R44-C24,44,24,37.5,170,170,41,3.5
R35-C9,35,9,40.5,152,152,41,0.5
R56-C51,56,51,38.49,170,170,41,2.51
R57-C26,57,26,38.5,174,174,41,2.5
R47-C33,47,33,39.5,139,139,41,1.5
R37-C1,37,1,40.66,153,153,41,0.34
R44-C36,44,36,40.5,174,174,41,0.5
R34-C40,34,40,39.5,139,139,41,1.5
R47-C42,47,42,39.5,141,141,41,1.5
R40-C46,40,46,39.59,174,174,41,1.41
R49-C13,49,13,40.5,175,175,41,0.5
R50-C51,50,51,40.97,174,174,41,0.03
R33-C20,33,20,40.37,174,174,41,0.63
R36-C35,36,35,38.53,152,152,41,2.47
R52-C37,52,37,38.5,174,174,41,2.5
R39-C38,39,38,39.5,170,170,41,1.5
R55-C28,55,28,38.48,174,174,41,2.52
R62-C9,62,9,40.5,174,174,41,0.5
R32-C3,32,3,39.5,157,157,41,1.5
R45-C41,45,41,38.5,168,168,41,2.5
R37-C43,37,43,39.5,174,174,41,1.5
R32-C9,32,9,40.5,156,156,41,0.5
R55-C25,55,25,40.5,152,152,41,0.5
R48-C47,48,47,40.34,141,141,41,0.66
R38-C18,38,18,40.5,152,152,41,0.5
R34-C46,34,46,40.57,139,139,41,0.43
R42-C50,42,50,38.5,141,141,41,2.5
R40-C10,40,10,40.5,158,158,41,0.5
R37-C49,37,49,38.42,174,174,41,2.58
R53-C6,53,6,39.5,154,154,41,1.5
R63-C32,63,32,39.5,143,143,41,1.5
R46-C19,46,19,40.5,174,174,41,0.5
R41-C18,41,18,39.5,152,152,41,1.5
R39-C32,39,32,39.5,169,169,41,1.5
R37-C4,37,4,39.5,175,175,41,1.5
R33-C17,33,17,39.53,169,169,41,1.47
R43-C4,43,4,21.5,184,184,41,19.5
R38-C15,38,15,38.84,173,173,41,2.16
R63-C41,63,41,40.28,170,170,41,0.72
R39-C29,39,29,39.33,169,169,41,1.67
R45-C2,45,2,40.5,175,175,41,0.5
R32-C48,32,48,38.5,170,170,41,2.5
R57-C20,57,20,38.49,174,174,41,2.51
R50-C36,50,36,40.5,168,168,41,0.5
R46-C25,46,25,40.5,152,152,41,0.5
R61-C4,61,4,38.62,175,175,41,2.38
R36-C32,36,32,40.5,152,152,41,0.5
R56-C48,56,48,38.5,141,141,41,2.5
R43-C13,43,13,38.5,171,171,41,2.5
R35-C21,35,21,40.5,152,152,41,0.5
R51-C11,51,11,36.5,154,154,41,4.5
R34-C43,34,43,40.51,172,172,41,0.49
R32-C15,32,15,40.51,173,173,41,0.49
R34-C1,34,1,40.6,159,159,41,0.4
R46-C16,46,16,37.5,171,171,41,3.5
R63-C29,63,29,39.51,174,174,41,1.49
R47-C36,47,36,40.5,139,139,41,0.5
R52-C31,52,31,39.53,169,169,41,1.47
R54-C17,54,17,40.51,173,173,41,0.49
R33-C32,33,32,39.5,143,143,41,1.5
R61-C1,61,1,39.5,153,153,41,1.5
R61-C37,61,37,40.47,174,174,41,0.53
R41-C21,41,21,40.5,170,170,41,0.5
R39-C35,39,35,39.55,143,143,41,1.45
R60-C35,60,35,40.75,152,152,41,0.25
R56-C3,56,3,39.5,171,171,41,1.5
R48-C50,48,50,40.5,142,142,41,0.5
R40-C49,40,49,39.5,170,170,41,1.5
R60-C29,60,29,40.5,152,152,41,0.5
R32-C6,32,6,40.32,156,156,41,0.68
R49-C31,49,31,39.99,174,174,41,1.01
R38-C27,38,27,39.5,152,152,41,1.5
R42-C44,42,44,38.5,141,141,41,2.5
R50-C45,50,45,38.51,174,174,41,2.49
R37-C46,37,46,39.5,170,170,41,1.5
R44-C33,44,33,40.54,141,141,41,0.46
R58-C43,58,43,39.5,152,152,41,1.5
R38-C24,38,24,40.5,143,143,41,0.5
R37-C40,37,40,38.5,174,174,41,2.5
R50-C42,50,42,37.5,170,170,41,3.5
R35-C15,35,15,40.5,152,152,41,0.5
R50-C39,50,39,40.5,170,170,41,0.5
R42-C38,42,38,39.84,137,137,41,1.16
R52-C34,52,34,40.53,174,174,41,0.47
R63-C38,63,38,38.5,152,152,41,2.5
R46-C7,46,7,39.49,157,157,41,1.51
R32-C51,32,51,38.5,138,138,41,2.5
R51-C2,51,2,38.5,171,171,41,2.5
R41-C15,41,15,37.45,171,171,41,3.55
R45-C47,45,47,40.43,142,142,41,0.57
R63-C26,63,26,39.58,174,174,41,1.42
R43-C7,43,7,40.58,157,157,41,0.42
R63-C35,63,35,40.5,170,170,41,0.5
R38-C12,38,12,39.94,154,154,41,1.06
R58-C49,58,49,37.81,174,174,41,3.19
R54-C14,54,14,40.27,152,152,41,0.73
R46-C13,46,13,38.5,174,174,41,2.5
R41-C30,41,30,39.5,172,172,41,1.5
R52-C22,52,22,40.5,152,152,41,0.5
R48-C8,48,8,40.5,154,154,41,0.5
R50-C48,50,48,40.5,152,152,41,0.5
R41-C27,41,27,37.5,170,170,41,3.5
R62-C18,62,18,39.5,156,156,41,1.5
R34-C34,34,34,39.5,174,174,41,1.5
R33-C23,33,23,40.47,137,137,41,0.53
R47-C45,47,45,40.5,137,137,41,0.5
R35-C12,35,12,40.6,169,169,41,0.4
R55-C43,55,43,40.49,169,169,41,0.51
R42-C47,42,47,39.5,174,174,41,1.5
R49-C16,49,16,39.5,156,156,41,1.5
R38-C9,38,9,38.5,156,156,41,2.5
R49-C25,49,25,38.5,156,156,41,2.5
R33-C26,33,26,39.5,174,174,41,1.5
R56-C12,56,12,38.5,171,171,41,2.5
R61-C43,61,43,39.5,152,152,41,1.5
R57-C29,57,29,38.5,171,171,41,2.5
R34-C37,34,37,40.5,139,139,41,0.5
R42-C41,42,41,40.5,142,142,41,0.5
R40-C13,40,13,40.33,171,171,41,0.67
R60-C23,60,23,39.89,169,169,41,1.11
R44-C21,44,21,40.51,156,156,41,0.49
R44-C39,44,39,40.5,141,141,41,0.5
R56-C6,56,6,40.93,156,156,41,0.07
R55-C40,55,40,39.5,174,174,41,1.5
R40-C4,40,4,40.5,156,156,41,0.5
R59-C9,59,9,37.5,171,171,41,3.5
R48-C11,48,11,38.5,158,158,41,2.5
R61-C49,61,49,38.5,174,174,41,2.5
R52-C19,52,19,40.5,173,173,41,0.5
R37-C7,37,7,37.19,171,171,41,3.81
R57-C23,57,23,40.5,152,152,41,0.5
R43-C10,43,10,37.5,157,157,41,3.5
R53-C3,53,3,40.5,153,153,41,0.5
R41-C33,41,33,40.52,174,174,41,0.48
R39-C44,39,44,38.51,174,174,41,2.49
R53-C45,53,45,38.5,170,170,41,2.5
R57-C14,57,14,39.5,173,173,41,1.5
R58-C46,58,46,40.5,174,174,41,0.5
R61-C40,61,40,38.5,174,174,41,2.5
R74-C36,74,36,38.56,174,174,41,2.44
R82-C31,82,31,38.5,174,174,41,2.5
R67-C13,67,13,38.5,154,154,41,2.5
R65-C27,65,27,40.51,174,174,41,0.49
R93-C44,93,44,40.5,170,170,41,0.5
R81-C17,81,17,39.51,139,139,41,1.49
R68-C33,68,33,40.5,169,169,41,0.5
R89-C15,89,15,40.5,156,156,41,0.5
R81-C23,81,23,40.5,152,152,41,0.5
R73-C10,73,10,38.5,171,171,41,2.5
R65-C18,65,18,40.5,174,174,41,0.5
R77-C36,77,36,38.5,152,152,41,2.5
R94-C16,94,16,38.5,173,173,41,2.5
R92-C15,92,15,38.5,156,156,41,2.5
R82-C37,82,37,38.39,174,174,41,2.61
R76-C19,76,19,40.5,174,174,41,0.5
R89-C27,89,27,39.83,169,169,41,1.17
R78-C11,78,11,38.5,170,170,41,2.5
R76-C31,76,31,39.5,152,152,41,1.5
R82-C34,82,34,40.5,170,170,41,0.5
R92-C24,92,24,40.5,169,169,41,0.5
R91-C13,91,13,37.53,171,171,41,3.47
R70-C19,70,19,39.5,173,173,41,1.5
R80-C42,80,42,38.5,152,152,41,2.5
R74-C48,74,48,37.5,174,174,41,3.5
R90-C41,90,41,39.56,170,170,41,1.44
R79-C37,79,37,40.5,170,170,41,0.5
R67-C4,67,4,38.5,154,154,41,2.5
R77-C51,77,51,38.96,174,174,41,2.04
R70-C22,70,22,40.5,152,152,41,0.5
R83-C15,83,15,40.5,156,156,41,0.5
R64-C43,64,43,40.5,174,174,41,0.5
R64-C1,64,1,38.64,158,158,41,2.36
R89-C21,89,21,40.5,174,174,41,0.5
R82-C40,82,40,38.5,174,174,41,2.5
R83-C12,83,12,40.5,171,171,41,0.5
R64-C10,64,10,40.46,171,171,41,0.54
R92-C30,92,30,40.5,169,169,41,0.5
R65-C12,65,12,40.5,173,173,41,0.5
R95-C24,95,24,38.58,174,174,41,2.42
R89-C24,89,24,40.5,174,174,41,0.5
R83-C48,83,48,39.5,170,170,41,1.5
R91-C7,91,7,40.55,175,175,41,0.45
R88-C46,88,46,38.52,174,174,41,2.48
R64-C46,64,46,39.46,174,174,41,1.54
R64-C4,64,4,39.09,171,171,41,1.91
R67-C7,67,7,39.5,171,171,41,1.5
R72-C50,72,50,39.5,141,141,41,1.5
R66-C41,66,41,40.5,170,170,41,0.5
R86-C15,86,15,39.5,173,173,41,1.5
R94-C7,94,7,40.5,156,156,41,0.5
R88-C4,88,4,40.5,154,154,41,0.5
R72-C2,72,2,40.5,154,154,41,0.5
R67-C16,67,16,40.52,173,173,41,0.48
R90-C44,90,44,40.5,152,152,41,0.5
R67-C49,67,49,40.5,170,170,41,0.5
R75-C8,75,8,40.49,156,156,41,0.51
R94-C19,94,19,38.48,156,156,41,2.52
R91-C46,91,46,39.5,174,174,41,1.5
R70-C16,70,16,39.5,156,156,41,1.5
R84-C26,84,26,38.5,152,152,41,2.5
R94-C4,94,4,38.5,156,156,41,2.5
R75-C2,75,2,38.91,154,154,41,2.09
R78-C5,78,5,38.5,154,154,41,2.5
R84-C32,84,32,39.5,152,152,41,1.5
R76-C25,76,25,38.5,174,174,41,2.5
R66-C47,66,47,38.5,174,174,41,2.5
R67-C1,67,1,40.5,158,158,41,0.5
R92-C33,92,33,38.5,174,174,41,2.5
R68-C36,68,36,40.5,169,169,41,0.5
R76-C28,76,28,39.06,174,174,41,1.94
R84-C17,84,17,40.5,152,152,41,0.5
R88-C49,88,49,38.52,174,174,41,2.48
R68-C30,68,30,37.5,169,169,41,3.5
R79-C31,79,31,40.51,172,172,41,0.49
R84-C20,84,20,39.53,169,169,41,1.47
R83-C51,83,51,37.5,138,138,41,3.5
R85-C34,85,34,40.47,174,174,41,0.53
R74-C45,74,45,39.51,174,174,41,1.49
R70-C13,70,13,40.5,169,169,41,0.5
R72-C47,72,47,40.69,143,143,41,0.31
R86-C18,86,18,40.5,156,156,41,0.5
R65-C21,65,21,40.5,152,152,41,0.5
R70-C7,70,7,38.5,171,171,41,2.5
R70-C4,70,4,39.5,175,175,41,1.5
R84-C23,84,23,40.54,139,139,41,0.46
R90-C38,90,38,40.5,170,170,41,0.5
R87-C29,87,29,39.5,170,170,41,1.5
R75-C5,75,5,40.5,154,154,41,0.5
R80-C48,80,48,39.5,168,168,41,1.5
R86-C6,86,6,40.45,143,143,41,0.55
R80-C9,80,9,40.5,171,171,41,0.5
R92-C21,92,21,40.5,174,174,41,0.5
R95-C36,95,36,40.5,152,152,41,0.5
R70-C10,70,10,38.5,171,171,41,2.5
R94-C1,94,1,38.54,153,153,41,2.46
R69-C41,69,41,40.5,172,172,41,0.5
R73-C22,73,22,38.32,173,173,41,2.68
R89-C18,89,18,40.5,152,152,41,0.5
R79-C22,79,22,39.5,173,173,41,1.5
R71-C36,71,36,38.5,170,170,41,2.5
R67-C10,67,10,39.5,156,156,41,1.5
R74-C42,74,42,40.5,170,170,41,0.5
R89-C12,89,12,39.49,170,170,41,1.51
R87-C23,87,23,40.5,152,152,41,0.5
R76-C16,76,16,37.51,171,171,41,3.49
R93-C47,93,47,39.32,174,174,41,1.68
R75-C50,75,50,40.88,141,141,41,0.12
R68-C21,68,21,40.5,141,141,41,0.5
R74-C30,74,30,39.5,174,174,41,1.5
R85-C46,85,46,38.5,174,174,41,2.5
R77-C45,77,45,40.47,170,170,41,0.53
R87-C32,87,32,40.5,170,170,41,0.5
R82-C28,82,28,39.5,152,152,41,1.5
R85-C43,85,43,39.5,174,174,41,1.5
R79-C25,79,25,39.5,152,152,41,1.5
R66-C44,66,44,40.5,170,170,41,0.5
R68-C18,68,18,40.5,173,173,41,0.5
R75-C11,75,11,38.5,156,156,41,2.5
R81-C14,81,14,37.5,154,154,41,3.5
R69-C44,69,44,40.5,141,141,41,0.5
R79-C34,79,34,38.66,174,174,41,2.34
R91-C4,91,4,38.91,171,171,41,2.09
R69-C2,69,2,40.5,153,153,41,0.5
R69-C47,69,47,39.5,170,170,41,1.5
R77-C42,77,42,38.5,170,170,41,2.5
R71-C24,71,24,40.5,152,152,41,0.5
R84-C29,84,29,39.5,169,169,41,1.5
R73-C28,73,28,40.5,152,152,41,0.5
R66-C32,66,32,37.52,174,174,41,3.48
R71-C39,71,39,39.5,174,174,41,1.5
R73-C25,73,25,39.5,152,152,41,1.5
R95-C27,95,27,40.47,174,174,41,0.53
R87-C26,87,26,40.49,169,169,41,0.51
R64-C49,64,49,38.58,174,174,41,2.42
R65-C15,65,15,39.91,170,170,41,1.09
R93-C38,93,38,40.5,170,170,41,0.5
R64-C7,64,7,40.5,171,171,41,0.5
R80-C51,80,51,39.57,170,170,41,1.43
R69-C50,69,50,40.5,170,170,41,0.5
R71-C30,71,30,40.5,170,170,41,0.5
R74-C39,74,39,40.5,174,174,41,0.5
R94-C10,94,10,40.78,169,169,41,0.22
R71-C27,71,27,40.49,137,137,41,0.51
R81-C20,81,20,39.5,156,156,41,1.5
R79-C40,79,40,40.5,169,169,41,0.5
R85-C1,85,1,40.5,154,154,41,0.5
R94-C13,94,13,38.5,156,156,41,2.5
R93-C41,93,41,40.5,172,172,41,0.5
R66-C35,66,35,38.5,174,174,41,2.5
R77-C39,77,39,38.49,170,170,41,2.51
R82-C43,82,43,38.5,174,174,41,2.5
R91-C49,91,49,39.66,143,143,41,1.34
R81-C11,81,11,40.52,173,173,41,0.48
R74-C33,74,33,40.49,137,137,41,0.51
R87-C38,87,38,39.5,174,174,41,1.5
R73-C16,73,16,39.49,156,156,41,1.51
R75-C14,75,14,39.5,154,154,41,1.5
R92-C27,92,27,40.6,170,170,41,0.4
R85-C49,85,49,40.73,174,174,41,0.27
R90-C32,90,32,40.58,170,170,41,0.42
R85-C37,85,37,39.5,170,170,41,1.5
R88-C43,88,43,38.5,170,170,41,2.5
R95-C33,95,33,38.5,174,174,41,2.5
R71-C42,71,42,39.46,174,174,41,1.54
R68-C24,68,24,39.5,174,174,41,1.5
R73-C19,73,19,40.5,152,152,41,0.5
R76-C34,76,34,40.5,174,174,41,0.5
R72-C44,72,44,38.47,170,170,41,2.53
R65-C30,65,30,40.5,169,169,41,0.5
R88-C1,88,1,40.34,154,154,41,0.66
R78-C14,78,14,39.5,156,156,41,1.5
R91-C10,91,10,38.5,175,175,41,2.5
R80-C6,80,6,37.65,175,175,41,3.35
R76-C22,76,22,38.48,173,173,41,2.52
R66-C38,66,38,40.5,139,139,41,0.5
R93-C50,93,50,40.5,170,170,41,0.5
R80-C45,80,45,40.51,138,138,41,0.49
R71-C33,71,33,40.45,170,170,41,0.55
R88-C40,88,40,40.51,170,170,41,0.49
R69-C38,69,38,40.5,170,170,41,0.5
R93-C35,93,35,40.93,170,170,41,0.07
R78-C8,78,8,40.5,156,156,41,0.5
R78-C17,78,17,40.5,152,152,41,0.5
R86-C12,86,12,40.5,171,171,41,0.5
R89-C9,89,9,37.5,156,156,41,3.5
R79-C28,79,28,40.49,174,174,41,0.51
R90-C29,90,29,40.5,170,170,41,0.5
R73-C13,73,13,40.05,169,169,41,0.95
R95-C30,95,30,38.5,152,152,41,2.5
R87-C35,87,35,40.5,170,170,41,0.5
R91-C1,91,1,38.49,158,158,41,2.51
R72-C5,72,5,39.46,171,171,41,1.54
R80-C3,80,3,39.5,171,171,41,1.5
R78-C20,78,20,38.5,156,156,41,2.5
R81-C26,81,26,37.5,156,156,41,3.5
