Row,Col,PPReg
83,15,156
64,43,174
64,1,158
89,21,174
82,40,174
83,12,171
64,10,171
92,30,169
65,12,173
95,24,174
89,24,174
83,48,170
91,7,175
88,46,174
64,46,174
64,4,171
67,7,171
72,50,141
66,41,170
86,15,173
94,7,156
88,4,154
72,2,154
67,16,173
90,44,152
67,49,170
75,8,156
94,19,156
91,46,174
70,16,156
84,26,152
94,4,156
75,2,154
78,5,154
84,32,152
76,25,174
66,47,174
67,1,158
92,33,174
68,36,169
76,28,174
84,17,152
88,49,174
68,30,169
79,31,172
84,20,169
83,51,138
85,34,174
74,45,174
70,13,169
72,47,143
86,18,156
65,21,152
70,7,171
70,4,175
84,23,139
90,38,170
87,29,170
75,5,154
80,48,168
86,6,143
80,9,171
92,21,174
95,36,152
70,10,171
94,1,153
69,41,172
73,22,173
89,18,152
79,22,173
71,36,170
67,10,156
74,42,170
89,12,170
87,23,152
76,16,171
93,47,174
75,50,141
68,21,141
74,30,174
85,46,174
77,45,170
87,32,170
82,28,152
85,43,174
79,25,152
66,44,170
68,18,173
75,11,156
81,14,154
69,44,141
79,34,174
91,4,171
69,2,153
69,47,170
77,42,170
71,24,152
84,29,169
73,28,152
66,32,174
71,39,174
73,25,152
95,27,174
87,26,169
64,49,174
65,15,170
93,38,170
64,7,171
80,51,170
69,50,170
71,30,170
74,39,174
94,10,169
71,27,137
81,20,156
79,40,169
85,1,154
94,13,156
93,41,172
66,35,174
77,39,170
82,43,174
91,49,143
81,11,173
74,33,137
87,38,174
73,16,156
75,14,154
92,27,170
85,49,174
90,32,170
85,37,170
88,43,170
95,33,174
71,42,174
68,24,174
73,19,152
76,34,174
72,44,170
65,30,169
88,1,154
78,14,156
91,10,175
80,6,175
76,22,173
66,38,139
93,50,170
80,45,138
71,33,170
88,40,170
69,38,170
93,35,170
78,8,156
78,17,152
86,12,171
89,9,156
79,28,174
90,29,170
73,13,169
95,30,152
87,35,170
91,1,158
72,5,171
80,3,171
78,20,156
81,26,156
83,9,156
83,6,171
68,27,174
82,46,170
77,48,170
83,3,154
92,18,170
95,21,156
86,21,173
